0,-24509.8,0,-24509.8,0, ,,,,,,B w/ offset values,-5893.85,,D w/ offset values,-5798.016667
2,-15788.82,0.59,-15884.65,0.58, ,,AV offset B,-18615.95,18615.95,,Bubble A,2827.13,,Bubble D,2827.133333
5,-15549.23,0.6,-15740.9,0.59, ,,AV offset D,-18711.78333,18711.78333,,,3066.72,,,2970.883333
8,-15405.48,0.61,-15597.15,0.6, ,,,,,,,3210.47,,,3114.633333
10,-15165.89,0.63,-15405.48,0.61, ,,,A,D,,,3450.06,,,3306.303333
13,-14974.22,0.64,-15309.64,0.62, ,,AV after 80,19281.6703,19226.4667,,,3641.73,,,3402.143333
16,-14782.55,0.65,-15165.89,0.63, ,,Std after 80,926.8251821,893.6930144,,,3833.4,,,3545.893333
19,-14638.8,0.66,-15070.06,0.64, ,,Max,19502.42,19550.34333,,,3977.15,,,3641.723333
22,-14542.96,0.67,-14974.22,0.64, ,,,,,,,4072.99,,,3737.563333
25,-14399.21,0.68,-14878.39,0.65, ,,,,,,,4216.74,,,3833.393333
28,-14351.29,0.68,-14830.47,0.65, ,,,,,,,4264.66,,,3881.313333
30,-14303.38,0.69,-14782.55,0.65, ,,,,,,,4312.57,,,3929.233333
33,-14207.54,0.69,-14734.63,0.66, ,,,,,,,4408.41,,,3977.153333
36,-14207.54,0.69,-14686.71,0.66, ,,,,,,,4408.41,,,4025.073333
39,-14159.62,0.7,-14686.71,0.66, ,,,,,,,4456.33,,,4025.073333
42,-14159.62,0.7,-14686.71,0.66, ,,,,,,,4456.33,,,4025.073333
45,-14159.62,0.7,-14686.71,0.66, ,,,,,,,4456.33,,,4025.073333
48,-14159.62,0.7,-14495.04,0.67, ,,,,,,,4456.33,,,4216.743333
51,-14015.87,0.71,-14255.46,0.69, ,,,,,,,4600.08,,,4456.323333
53,-13632.53,0.73,-13872.12,0.72, ,,,,,,,4983.42,,,4839.663333
56,-13297.11,0.75,-13488.78,0.74, ,,,,,,,5318.84,,,5223.003333
59,-12913.77,0.78,-13105.44,0.77, ,,,,,,,5702.18,,,5606.343333
62,-12578.34,0.8,-12722.1,0.79, ,,,,,,,6037.61,,,5989.683333
65,-12290.84,0.82,-12386.67,0.82, ,,,,,,,6325.11,,,6325.113333
67,-12051.25,0.84,-12147.09,0.83, ,,,,,,,6564.7,,,6564.693333
70,-11715.83,0.86,-11859.58,0.85, ,,,,,,,6900.12,,,6852.203333
73,-11380.41,0.88,-11524.16,0.87, ,,,,,,,7235.54,,,7187.623333
76,-11092.9,0.9,-11188.74,0.9, ,,,,,,,7523.05,,,7523.043333
79,-10805.4,0.92,-10901.23,0.92, ,,,,,,,7810.55,,,7810.553333
82,-10517.89,0.94,-10613.73,0.94, ,,,,,,,8098.06,,,8098.053333
92,-9607.46,1,-9655.38,1, ,,,,,,,9008.49,,,9056.403333
102,-8792.86,1.06,-8792.86,1.06, ,,,,,,,9823.09,,,9918.923333
112,-8074.1,1.11,-8026.18,1.11, ,,,,,,,10541.85,,,10685.60333
122,-7355.34,1.15,-7307.42,1.16, ,,,,,,,11260.61,,,11404.36333
132,-6732.41,1.2,-6636.57,1.2, ,,,,,,,11883.54,,,12075.21333
142,-6157.4,1.24,-5965.73,1.25, ,,,,,,,12458.55,,,12746.05333
152,-5678.22,1.27,-5582.39,1.27, ,,,,,,,12937.73,,,13129.39333
162,-5199.05,1.3,-5055.3,1.31, ,,,,,,,13416.9,,,13656.48333
172,-4719.87,1.33,-4624.04,1.34, ,,,,,,,13896.08,,,14087.74333
182,-4336.53,1.36,-4144.86,1.37, ,,,,,,,14279.42,,,14566.92333
192,-3905.28,1.39,-3809.44,1.39, ,,,,,,,14710.67,,,14902.34333
202,-3569.85,1.41,-3426.1,1.42, ,,,,,,,15046.1,,,15285.68333
212,-3282.35,1.43,-3138.6,1.44, ,,,,,,,15333.6,,,15573.18333
222,-2946.93,1.45,-2851.09,1.46, ,,,,,,,15669.02,,,15860.69333
232,-2707.34,1.47,-2515.67,1.48, ,,,,,,,15908.61,,,16196.11333
242,-2419.83,1.49,-2324,1.49, ,,,,,,,16196.12,,,16387.78333
252,-2228.16,1.5,-2084.41,1.51, ,,,,,,,16387.79,,,16627.37333
262,-1988.58,1.52,-1892.74,1.52, ,,,,,,,16627.37,,,16819.04333
272,-1796.91,1.53,-1701.07,1.54, ,,,,,,,16819.04,,,17010.71333
282,-1605.24,1.54,-1509.4,1.55, ,,,,,,,17010.71,,,17202.38333
292,-1413.57,1.55,-1365.65,1.56, ,,,,,,,17202.38,,,17346.13333
302,-1269.81,1.56,-1221.9,1.57, ,,,,,,,17346.14,,,17489.88333
312,-1126.06,1.57,-1030.23,1.58, ,,,,,,,17489.89,,,17681.55333
322,-982.31,1.58,-934.39,1.59, ,,,,,,,17633.64,,,17777.39333
332,-886.47,1.59,-838.56,1.59, ,,,,,,,17729.48,,,17873.22333
342,-742.72,1.6,-694.8,1.6, ,,,,,,,17873.23,,,18016.98333
352,-646.89,1.61,-598.97,1.61, ,,,,,,,17969.06,,,18112.81333
362,-551.05,1.61,-551.05,1.61, ,,,,,,,18064.9,,,18160.73333
372,-407.3,1.62,-455.22,1.62, ,,,,,,,18208.65,,,18256.56333
382,-359.38,1.63,-407.3,1.62, ,,,,,,,18256.57,,,18304.48333
392,-311.46,1.63,-311.46,1.63, ,,,,,,,18304.49,,,18400.32333
402,-215.63,1.64,-263.55,1.63, ,,,,,,,18400.32,,,18448.23333
412,-167.71,1.64,-167.71,1.64, ,,,,,,,18448.24,,,18544.07333
422,-119.79,1.64,-119.79,1.64, ,,,,,,,18496.16,,,18591.99333
432,-71.88,1.65,-71.88,1.65, ,,,,,,,18544.07,,,18639.90333
442,23.96,1.65,-23.96,1.65, ,,,,,,,18639.91,,,18687.82333
452,71.88,1.65,23.96,1.65, ,,,,,,,18687.83,,,18735.74333
462,119.79,1.66,23.96,1.65, ,,,,,,,18735.74,,,18735.74333
472,167.71,1.66,71.88,1.65, ,,,,,,,18783.66,,,18783.66333
482,167.71,1.66,119.79,1.66, ,,,,,,,18783.66,,,18831.57333
492,215.63,1.66,119.79,1.66, ,,,,,,,18831.58,,,18831.57333
502,263.55,1.67,167.71,1.66, ,,,,,,,18879.5,,,18879.49333
512,311.46,1.67,215.63,1.66, ,,,,,,,18927.41,,,18927.41333
522,311.46,1.67,215.63,1.66, ,,,,,,,18927.41,,,18927.41333
532,359.38,1.67,263.55,1.67, ,,,,,,,18975.33,,,18975.33333
542,359.38,1.67,311.46,1.67, ,,,,,,,18975.33,,,19023.24333
552,407.3,1.68,311.46,1.67, ,,,,,,,19023.25,,,19023.24333
562,407.3,1.68,311.46,1.67, ,,,,,,,19023.25,,,19023.24333
572,455.22,1.68,359.38,1.67, ,,,,,,,19071.17,,,19071.16333
582,455.22,1.68,407.3,1.68, ,,,,,,,19071.17,,,19119.08333
592,455.22,1.68,359.38,1.67, ,,,,,,,19071.17,,,19071.16333
602,503.13,1.68,359.38,1.67, ,,,,,,,19119.08,,,19071.16333
