0.057196,-0.0033834,-1.6888e-06
0.11437,0.0002185,0.00090768
0.1941,0.047603,-0.0020745
0.29135,0.12734,-0.0082176
0.40288,0.23083,-0.017038
0.5265,0.35178,-0.028218
0.6607,0.48568,-0.041544
0.80438,0.62932,-0.056869
0.95669,0.78045,-0.074086
1.117,0.93747,-0.093114
1.2847,1.0993,-0.11389
1.4594,1.2651,-0.13635
1.6406,1.4344,-0.16044
1.828,1.6069,-0.18613
2.0212,1.7821,-0.21337
2.2199,1.9601,-0.24212
2.4239,2.1407,-0.27233
2.6327,2.3238,-0.30398
2.8461,2.5093,-0.33703
3.064,2.6973,-0.37144
3.2859,2.8878,-0.40718
3.5118,3.0806,-0.44421
3.7414,3.276,-0.48251
3.9744,3.4737,-0.52203
4.2108,3.674,-0.56276
4.4502,3.8767,-0.60465
4.6926,4.0819,-0.64768
4.9377,4.2897,-0.69183
5.1853,4.4999,-0.73705
5.4355,4.7127,-0.78332
5.6878,4.9281,-0.83061
5.9424,5.1461,-0.8789
6.1989,5.3666,-0.92815
6.4574,5.5897,-0.97835
6.7176,5.8155,-1.0294
6.9794,6.0439,-1.0814
7.2428,6.2749,-1.1343
7.5076,6.5086,-1.1879
7.7737,6.7449,-1.2424
8.0411,6.9839,-1.2976
8.3097,7.2255,-1.3536
8.5793,7.4699,-1.4103
8.8499,7.7169,-1.4677
9.1214,7.9667,-1.5258
9.3937,8.2191,-1.5845
9.6668,8.4743,-1.6439
9.9406,8.7321,-1.7038
10.215,8.9927,-1.7643
10.49,9.256,-1.8253
10.766,9.522,-1.8868
11.042,9.7907,-1.9488
11.318,10.062,-2.0113
11.595,10.336,-2.0742
11.872,10.613,-2.1375
12.149,10.893,-2.2012
12.427,11.175,-2.2653
12.704,11.46,-2.3297
12.982,11.748,-2.3944
13.26,12.038,-2.4593
13.538,12.331,-2.5246
13.816,12.627,-2.59
14.094,12.925,-2.6557
14.372,13.227,-2.7215
14.65,13.53,-2.7875
14.928,13.837,-2.8537
15.206,14.146,-2.9199
15.484,14.458,-2.9862
15.761,14.772,-3.0526
16.039,15.089,-3.119
16.316,15.409,-3.1854
16.593,15.731,-3.2518
16.869,16.056,-3.3182
17.146,16.383,-3.3845
17.422,16.713,-3.4507
17.698,17.046,-3.5168
17.973,17.381,-3.5827
18.248,17.719,-3.6485
18.523,18.059,-3.7141
18.798,18.402,-3.7795
19.072,18.747,-3.8447
19.346,19.094,-3.9096
19.619,19.444,-3.9743
19.892,19.797,-4.0386
20.165,20.152,-4.1027
20.437,20.509,-4.1664
20.709,20.869,-4.2297
20.98,21.231,-4.2926
21.251,21.596,-4.3551
21.521,21.963,-4.4172
21.791,22.332,-4.4789
22.061,22.703,-4.5401
22.33,23.077,-4.6007
22.599,23.453,-4.6609
22.867,23.832,-4.7205
23.135,24.212,-4.7796
23.402,24.595,-4.838
23.669,24.98,-4.8959
23.935,25.367,-4.9532
24.201,25.757,-5.0098
24.466,26.148,-5.0657
24.731,26.542,-5.121
24.996,26.938,-5.1755
25.26,27.336,-5.2293
25.523,27.736,-5.2824
25.786,28.138,-5.3347
26.048,28.542,-5.3863
26.31,28.948,-5.437
26.572,29.356,-5.4869
26.833,29.766,-5.5359
27.094,30.178,-5.5841
27.354,30.593,-5.6313
27.613,31.009,-5.6777
27.873,31.427,-5.7232
28.131,31.847,-5.7676
28.39,32.268,-5.8112
28.648,32.692,-5.8537
28.905,33.118,-5.8952
29.162,33.545,-5.9357
29.419,33.974,-5.9751
29.675,34.405,-6.0135
29.931,34.838,-6.0507
30.186,35.273,-6.0868
30.441,35.71,-6.1218
30.696,36.148,-6.1556
30.95,36.588,-6.1883
31.204,37.03,-6.2197
31.457,37.473,-6.2499
31.711,37.918,-6.2788
31.963,38.365,-6.3065
32.216,38.814,-6.3328
32.468,39.264,-6.3579
32.72,39.716,-6.3815
32.972,40.17,-6.4038
33.224,40.625,-6.4246
33.475,41.082,-6.4441
33.726,41.54,-6.462
33.977,42,-6.4784
34.228,42.462,-6.4933
34.479,42.926,-6.5067
34.73,43.391,-6.5184
34.981,43.857,-6.5285
35.231,44.325,-6.537
35.482,44.795,-6.5437
35.733,45.266,-6.5487
35.984,45.739,-6.5519
36.235,46.213,-6.5533
36.486,46.689,-6.5527
36.738,47.166,-6.5503
36.989,47.645,-6.5459
37.241,48.125,-6.5395
37.494,48.607,-6.531
37.747,49.09,-6.5203
38,49.574,-6.5075
38.254,50.06,-6.4925
38.509,50.548,-6.4751
38.764,51.037,-6.4553
39.021,51.527,-6.433
39.278,52.019,-6.4083
39.536,52.512,-6.3809
39.795,53.006,-6.3508
40.055,53.502,-6.3179
40.316,53.999,-6.2821
40.579,54.498,-6.2434
40.844,54.998,-6.2015
41.109,55.499,-6.1564
41.377,56.001,-6.108
41.647,56.505,-6.0561
41.918,57.01,-6.0006
42.192,57.516,-5.9414
42.468,58.024,-5.8782
42.747,58.532,-5.811
43.028,59.042,-5.7394
43.312,59.553,-5.6635
43.599,60.066,-5.5828
43.89,60.579,-5.4973
44.185,61.094,-5.4066
44.483,61.609,-5.3105
44.785,62.126,-5.2088
45.092,62.644,-5.101
45.404,63.163,-4.987
45.721,63.683,-4.8663
46.044,64.204,-4.7385
46.373,64.725,-4.6033
46.708,65.248,-4.4602
47.05,65.772,-4.3086
47.4,66.297,-4.1481
47.758,66.822,-3.978
48.125,67.349,-3.7977
48.501,67.876,-3.6066
48.888,68.404,-3.4037
49.286,68.933,-3.1883
49.696,69.462,-2.9594
50.119,69.992,-2.7159
50.557,70.523,-2.4567
51.011,71.054,-2.1805
51.481,71.586,-1.8857
51.971,72.118,-1.5709
52.482,72.651,-1.234
53.015,73.184,-0.87321
53.573,73.717,-0.486
54.16,74.25,-0.069038
54.765,74.782,0.3674
55.385,75.314,0.82007
56.021,75.85,1.291
56.679,76.394,1.7852
57.368,76.951,2.3115
58.099,77.526,2.8828
58.891,78.123,3.5172
59.767,78.745,4.2391
60.759,79.395,5.0819
61.913,80.074,6.0918
63.405,80.797,7.4438
65.13,81.533,9.0444
67.233,82.292,11.041
68.898,83.091,12.62
70.362,83.914,14.015
71.798,84.75,15.397
73.363,85.589,16.922
75.2,86.426,18.73
77.572,87.258,21.086
81.153,88.08,24.664
88.545,88.886,32.065
122.41,89.61,65.949
-130.31,89.395,173.27
-113.43,88.542,-169.82
-108.36,87.604,-164.71
-105.46,86.628,-161.75
-103.49,85.607,-159.7
-101.92,84.568,-158.04
-100.56,83.534,-156.57
-99.328,82.518,-155.22
-98.177,81.526,-153.95
-97.095,80.568,-152.73
-96.08,79.644,-151.59
-95.131,78.75,-150.5
-94.247,77.886,-149.49
-93.428,77.049,-148.54
-92.673,76.238,-147.65
-91.981,75.453,-146.84
-91.352,74.693,-146.1
-90.785,73.958,-145.43
-90.283,73.248,-144.83
-89.846,72.561,-144.32
-89.476,71.897,-143.89
-89.174,71.254,-143.54
-88.966,70.637,-143.31
-88.868,69.913,-143.14
-88.725,69.176,-142.89
-88.5,68.48,-142.54
-88.209,67.823,-142.12
-87.873,67.21,-141.65
-87.509,66.641,-141.15
-87.132,66.112,-140.65
-86.755,65.62,-140.15
-86.381,65.16,-139.66
-86.013,64.728,-139.18
-85.656,64.322,-138.73
-85.312,63.939,-138.29
-84.977,63.576,-137.87
-84.649,63.232,-137.47
-84.315,62.903,-137.07
-84.004,62.595,-136.71
-83.695,62.301,-136.36
-83.388,62.02,-136.03
-83.084,61.753,-135.7
-82.782,61.498,-135.39
-82.483,61.256,-135.09
-82.186,61.025,-134.81
-81.89,60.806,-134.54
-81.595,60.598,-134.29
-81.302,60.403,-134.05
-81.01,60.22,-133.83
-80.72,60.05,-133.62
-80.429,59.892,-133.42
-80.137,59.747,-133.24
-79.843,59.615,-133.08
-79.549,59.496,-132.92
-79.254,59.39,-132.79
-78.958,59.3,-132.67
-78.66,59.223,-132.56
-78.36,59.161,-132.47
-78.058,59.115,-132.39
-77.754,59.084,-132.33
-77.447,59.068,-132.28
-77.136,59.069,-132.24
-76.822,59.086,-132.22
-76.504,59.12,-132.21
-76.181,59.172,-132.22
-75.853,59.24,-132.24
-75.521,59.327,-132.27
-75.168,59.424,-132.29
-75.659,59.171,-133.12
-76.761,58.662,-134.53
-78.393,57.903,-136.38
-80.235,57.014,-138.39
-82.111,56.082,-140.4
-83.947,55.163,-142.37
-85.636,54.13,-144.14
-86.567,53.312,-145
-86.988,52.662,-145.28
-87.042,52.144,-145.16
-86.818,51.738,-144.79
-86.373,51.428,-144.25
-85.816,51.216,-143.68
-85.142,51.084,-143.1
-84.358,51.016,-142.51
-83.475,50.996,-141.94
-82.533,51.011,-141.43
-81.539,51.043,-140.97
-80.515,51.06,-140.59
-79.465,51.071,-140.26
-78.389,51.085,-139.98
-77.285,51.107,-139.73
-76.144,51.152,-139.5
-75.051,51.243,-139.36
-73.975,51.348,-139.27
-72.922,51.467,-139.26
-71.835,51.598,-139.25
-70.678,51.729,-139.19
-69.518,51.897,-139.17
-68.201,52.036,-139.05
-66.806,52.162,-138.88
-65.32,52.284,-138.67
-63.73,52.39,-138.39
-62.07,52.478,-138.08
-60.372,52.569,-137.77
-58.575,52.666,-137.41
-56.667,52.775,-136.96
-54.694,52.872,-136.47
-52.654,52.967,-135.94
-50.585,53.046,-135.41
-49.153,52.816,-135.89
-47.902,52.444,-136.78
-46.609,52.023,-137.79
-45.261,51.643,-138.89
-43.683,51.274,-139.89
-41.857,50.962,-140.76
-39.796,50.73,-141.5
-37.567,50.616,-142.15
-35.204,50.618,-142.73
-32.753,50.729,-143.29
-30.117,50.92,-143.73
-27.896,51.685,-144.38
-25.905,52.758,-145.14
-24.463,54.09,-146.36
-23.274,55.593,-147.84
-22.187,57.196,-149.43
-22.065,58.892,-151.99
-21.313,60.197,-153.35
-20.269,61.266,-154.07
-19.132,62.193,-154.45
-17.982,63.088,-154.6
-16.932,63.896,-154.7
-16.026,64.633,-154.84
-15.283,65.315,-155.05
-14.693,65.947,-155.32
-14.252,66.575,-155.68
-13.918,66.953,-155.93
-13.649,67.146,-156.15
-13.363,67.22,-156.31
-13.158,67.216,-156.49
-12.892,67.239,-156.55
-12.644,67.263,-156.62
-12.408,67.294,-156.67
-12.185,67.333,-156.73
-12.005,67.368,-156.82
-11.826,67.432,-156.87
-11.652,67.52,-156.88
-11.502,67.608,-156.91
-11.377,67.694,-156.94
-11.292,67.769,-157
-11.227,67.856,-157.04
-11.186,67.947,-157.07
-11.171,68.038,-157.1
-11.181,68.13,-157.13
-11.214,68.216,-157.17
-11.272,68.297,-157.21
-11.351,68.378,-157.25
-11.456,68.454,-157.29
-11.584,68.522,-157.34
-11.735,68.582,-157.4
-11.93,68.661,-157.49
-12.195,68.669,-157.63
-12.509,68.624,-157.82
-12.856,68.54,-158.04
-13.22,68.428,-158.28
-13.592,68.296,-158.51
-13.961,68.151,-158.75
-14.323,67.995,-158.98
-14.673,67.833,-159.19
-15.01,67.666,-159.4
-15.418,67.522,-159.67
-15.621,67.345,-159.75
-15.889,67.168,-159.89
-16.326,66.986,-160.18
-16.86,66.795,-160.56
-17.444,66.597,-160.98
-18.049,66.391,-161.43
-18.661,66.179,-161.89
-19.27,65.963,-162.34
-19.87,65.743,-162.79
-20.456,65.52,-163.23
-21.03,65.295,-163.65
-21.611,65.073,-164.08
-22.245,64.849,-164.55
-22.898,64.624,-165.03
-23.556,64.397,-165.5
-24.212,64.169,-165.97
-24.862,63.937,-166.42
-25.505,63.703,-166.86
-26.14,63.465,-167.28
-26.766,63.224,-167.7
-27.385,62.98,-168.1
-27.998,62.733,-168.49
-28.603,62.484,-168.87
-29.198,62.234,-169.24
-29.784,61.982,-169.61
-30.36,61.729,-169.96
-30.928,61.471,-170.31
-31.492,61.211,-170.64
-32.051,60.949,-170.96
-32.605,60.685,-171.28
-33.157,60.417,-171.59
-33.705,60.148,-171.89
-34.249,59.878,-172.18
-34.789,59.605,-172.47
-35.327,59.328,-172.75
-35.866,59.05,-173.02
-36.403,58.77,-173.28
-36.939,58.489,-173.54
-37.475,58.206,-173.79
-38.007,57.921,-174.04
-38.538,57.633,-174.28
-39.071,57.344,-174.5
-39.604,57.054,-174.72
-40.14,56.764,-174.94
-40.675,56.471,-175.15
-41.208,56.175,-175.36
