0.009334, -0.013427, -0.008727, 0.006595, -0.003144, 0.003966,
0.032235, 0.055276, -0.001094, -0.002683, -0.003144, -0.003358,
-0.105169, -0.059228, -0.008727, -0.004636, 0.000762, 0.013732,
-0.059368, -0.043961, -0.023995, -0.004148, 0.003692, -0.007264,
-0.021200, 0.001840, 0.006540, -0.004148, 0.002716, 0.015685,
-0.013566, -0.021060, -0.016361, 0.002688, 0.005157, 0.002013,
0.009334, 0.062909, 0.052341, 0.004153, 0.000274, 0.010314,
0.024602, -0.021060, 0.082876, 0.003177, 0.003692, -0.003358,
-0.028834, 0.040008, 0.052341, -0.004636, -0.001679, 0.004943,
0.039869, 0.040008, -0.023995, 0.001712, -0.001679, 0.002013,
0.032235, 0.024741, 0.067608, -0.003659, -0.011445, -0.002870,
-0.021200, 0.009474, -0.001094, -0.003171, -0.001679, -0.003846,
0.016968, -0.005793, -0.008727, -0.007077, -0.004120, 0.009337,
-0.021200, -0.051595, -0.062163, -0.004148, 0.001251, 0.001037,
0.062769, -0.036327, -0.046895, -0.000241, 0.001251, -0.001893,
0.032235, -0.059228, 0.006540, 0.003177, 0.000274, -0.013123,
0.009334, 0.024741, -0.016361, 0.002200, 0.001739, 0.002013,
0.039869, 0.047642, -0.023995, 0.000247, -0.003632, -0.000916,
0.016968, -0.013427, 0.059975, 0.001712, 0.005157, -0.009705,
-0.082269, -0.013427, -0.008727, -0.007566, 0.001739, 0.006896,
0.009334, -0.066862, 0.021807, -0.001706, -0.007050, 0.002013,
-0.028834, -0.036327, 0.052341, 0.000735, -0.004609, 0.000548,
-0.051734, -0.089763, 0.044708, 0.001712, 0.001251, 0.001525,
-0.021200, -0.066862, 0.006540, 0.000735, 0.001739, 0.000548,
0.016968, -0.043961, -0.016361, -0.000241, 0.002716, 0.003478,
0.085670, -0.059228, -0.054529, -0.006589, 0.009063, -0.007752,
0.024602, -0.074495, -0.008727, 0.009524, 0.000762, -0.004823,
-0.005933, 0.009474, 0.029440, 0.001223, -0.005585, 0.010802,
-0.036467, -0.021060, 0.075242, -0.003659, 0.002716, -0.013612,
0.032235, -0.005793, -0.031628, 0.006595, 0.003204, 0.009337,
0.062769, -0.043961, -0.039262, 0.005618, 0.004669, -0.014100,
0.055136, -0.082129, 0.082876, -0.006101, 0.001251, -0.012635,
0.039869, -0.013427, 0.075242, -0.002195, -0.002655, -0.010682,
0.070403, 0.001840, 0.059975, 0.004641, -0.006073, 0.009337,
0.055136, 0.024741, 0.067608, -0.001706, 0.001251, 0.006408,
0.123838, -0.074495, -0.039262, -0.002683, -0.003632, -0.005311,
0.032235, -0.059228, -0.016361, -0.002195, 0.007110, 0.001037,
0.047502, -0.036327, -0.001094, -0.001218, 0.007110, -0.006288,
0.024602, 0.070543, 0.037074, 0.003665, -0.001191, 0.001525,
0.062769, 0.009474, 0.059975, -0.002683, 0.009552, 0.010314,
0.062769, -0.028694, 0.090509, -0.002195, -0.005585, -0.008729,
0.009334, 0.024741, 0.059975, 0.003665, 0.003692, -0.004334,
0.001701, -0.005793, 0.052341, -0.000241, -0.003144, -0.008241,
-0.028834, 0.040008, 0.059975, 0.008059, 0.000274, 0.003966,
-0.028834, -0.013427, 0.113410, 0.005130, -0.003144, -0.007264,
-0.051734, 0.001840, 0.075242, 0.001223, -0.000702, 0.001037,
-0.044101, -0.082129, 0.075242, -0.005612, -0.000214, 0.005920,
0.009334, -0.036327, 0.067608, 0.003177, -0.003632, -0.004334,
-0.005933, -0.059228, -0.031628, -0.002195, -0.006562, -0.006288,
0.009334, -0.028694, 0.075242, 0.001712, -0.002167, -0.007264,
0.039869, -0.051595, 0.075242, -0.003171, 0.007110, 0.008361,
0.047502, 0.040008, 0.006540, 0.004153, 0.001251, -0.007264,
0.078037, -0.036327, 0.014173, -0.002195, -0.003632, 0.003478,
-0.036467, -0.021060, 0.075242, -0.007077, -0.002167, -0.013123,
0.047502, -0.028694, 0.021807, 0.010501, 0.000274, -0.008729,
-0.005933, -0.028694, 0.037074, 0.010501, 0.008087, 0.003478,
0.055136, 0.017108, -0.001094, -0.002195, 0.005157, 0.000060,
-0.021200, 0.001840, -0.046895, -0.001706, 0.008087, -0.009217,
-0.013566, -0.013427, 0.037074, 0.003665, -0.006562, -0.001405,
0.055136, -0.082129, -0.008727, -0.000241, 0.002716, -0.006288,
0.055136, -0.059228, 0.037074, -0.004636, 0.007110, -0.003358,
0.070403, -0.097396, -0.001094, -0.008054, -0.000702, 0.003478,
0.009334, -0.036327, 0.006540, -0.004636, -0.006562, -0.003358,
0.024602, -0.066862, 0.029440, 0.007571, -0.003144, 0.008361,
0.039869, -0.021060, -0.001094, -0.007077, -0.005097, -0.010194,
-0.028834, -0.005793, 0.037074, -0.005124, 0.002227, -0.007264,
-0.013566, -0.028694, 0.067608, -0.002683, -0.009980, -0.006288,
0.078037, -0.013427, 0.052341, -0.000241, 0.000274, 0.003478,
-0.028834, -0.089763, -0.031628, -0.000730, 0.003692, 0.007873,
-0.028834, -0.036327, -0.031628, 0.005130, 0.008087, -0.003846,
-0.021200, -0.043961, -0.031628, -0.001218, -0.005097, -0.004334,
-0.051734, -0.074495, 0.037074, -0.009519, -0.000702, -0.005311,
-0.044101, -0.005793, 0.006540, 0.003665, -0.000214, 0.018127,
-0.013566, 0.024741, 0.037074, 0.001223, -0.004120, -0.004334,
