0.009334, 0.047642, -0.023995, -0.009030, -0.005585, 0.005920,
0.001701, 0.062909, -0.069796, -0.006101, -0.001191, 0.016173,
-0.059368, -0.021060, 0.044708, -0.007566, -0.001191, -0.009705,
-0.036467, -0.066862, 0.044708, -0.001706, -0.004120, 0.002990,
-0.028834, -0.066862, -0.001094, -0.003171, 0.005157, 0.006408,
0.016968, -0.021060, 0.006540, -0.004148, -0.003144, 0.005920,
-0.005933, -0.028694, 0.052341, -0.006101, 0.007110, -0.006288,
0.024602, -0.036327, 0.029440, 0.002200, -0.002167, -0.010682,
0.001701, -0.059228, -0.001094, 0.003177, -0.004609, -0.019959,
0.024602, -0.043961, -0.008727, -0.002683, 0.009063, -0.003358,
0.047502, -0.021060, -0.100331, -0.008542, 0.004180, 0.004943,
0.009334, -0.120297, -0.001094, -0.005124, -0.000214, -0.005799,
-0.021200, -0.013427, 0.006540, -0.002195, -0.002655, -0.002870,
-0.005933, -0.013427, -0.039262, 0.003177, 0.000274, 0.000060,
-0.005933, -0.059228, -0.023995, 0.000735, -0.000214, 0.002990,
-0.021200, -0.089763, -0.023995, -0.010007, 0.007598, -0.005311,
0.093304, -0.066862, -0.054529, -0.011472, 0.001251, -0.010682,
-0.028834, -0.089763, -0.001094, -0.004636, 0.002227, 0.000548,
-0.097536, -0.051595, 0.006540, 0.005130, -0.006073, -0.004334,
-0.067002, -0.021060, -0.016361, -0.007566, 0.007110, -0.003846,
-0.036467, 0.032375, 0.037074, -0.010984, 0.000274, -0.002870,
0.001701, 0.001840, 0.021807, 0.001223, -0.002167, -0.015565,
0.001701, -0.005793, -0.008727, -0.002683, -0.008027, -0.009217,
0.039869, -0.043961, 0.029440, -0.003659, 0.003692, 0.002013,
-0.013566, -0.005793, 0.029440, 0.007083, 0.001739, -0.007264,
-0.013566, 0.001840, -0.001094, -0.005612, -0.002655, -0.012147,
0.001701, -0.028694, 0.029440, 0.006595, -0.002655, -0.008729,
0.016968, -0.043961, -0.023995, -0.003659, 0.003692, -0.000428,
0.024602, -0.120297, 0.052341, -0.000241, 0.000762, 0.001525,
0.032235, -0.066862, 0.006540, 0.002200, -0.002655, 0.008361,
-0.028834, -0.074495, 0.021807, -0.000730, 0.004180, -0.008729,
0.024602, -0.043961, -0.016361, -0.000730, -0.005097, -0.001405,
0.032235, -0.013427, 0.006540, -0.002683, -0.005097, -0.017030,
0.047502, -0.066862, 0.021807, -0.001706, -0.004609, 0.010314,
0.016968, -0.021060, 0.029440, 0.003665, 0.005157, -0.002870,
0.108571, -0.051595, 0.037074, 0.006106, 0.002227, 0.003478,
0.131472, -0.013427, -0.031628, -0.001706, 0.000274, 0.015685,
0.078037, -0.059228, 0.029440, -0.001218, -0.003144, 0.010802,
0.070403, -0.082129, 0.052341, -0.006589, -0.004120, -0.004823,
0.009334, 0.078176, 0.098143, -0.003171, -0.002167, -0.013612,
0.047502, -0.021060, 0.044708, 0.003177, -0.004609, -0.012635,
0.001701, 0.032375, 0.029440, -0.013425, 0.004669, -0.000916,
-0.021200, -0.005793, 0.014173, 0.005130, -0.003144, -0.002870,
0.070403, -0.028694, -0.039262, -0.007077, 0.002716, -0.003358,
0.070403, -0.059228, -0.092697, -0.006589, -0.000214, 0.005920,
0.078037, -0.043961, 0.059975, 0.002688, 0.000762, -0.018495,
0.062769, -0.013427, -0.016361, 0.009524, 0.009063, -0.009705,
-0.005933, -0.028694, 0.021807, 0.001223, 0.003692, 0.003966,
-0.051734, -0.005793, 0.037074, 0.008059, 0.000762, -0.002870,
0.055136, -0.051595, 0.075242, -0.001218, -0.000214, 0.000060,
0.062769, -0.051595, 0.006540, -0.006101, 0.003692, -0.009217,
0.070403, -0.036327, -0.001094, 0.001223, 0.001251, -0.009705,
-0.074635, -0.051595, 0.037074, -0.002195, -0.000702, -0.021913,
0.032235, 0.009474, 0.021807, -0.005124, -0.010468, 0.004943,
0.009334, 0.001840, 0.006540, -0.004148, 0.002227, 0.004455,
0.070403, -0.082129, -0.023995, -0.002195, -0.002655, -0.003358,
0.001701, 0.017108, -0.031628, -0.007077, 0.007598, 0.007873,
0.032235, -0.066862, -0.062163, 0.005618, -0.005585, -0.001893,
-0.082269, 0.017108, 0.006540, 0.005130, 0.002227, -0.003358,
0.001701, -0.043961, 0.037074, 0.000735, 0.012481, -0.013612,
-0.044101, -0.135564, 0.014173, 0.001223, -0.000702, 0.004455,
0.016968, -0.127931, 0.082876, -0.003659, -0.003632, 0.003478,
0.032235, -0.082129, -0.008727, -0.009030, -0.002655, 0.002013,
0.016968, -0.005793, 0.037074, 0.007571, 0.001739, 0.004943,
0.055136, -0.089763, -0.039262, -0.005124, 0.001739, 0.003478,
0.032235, -0.013427, 0.067608, 0.003665, 0.002716, -0.013612,
0.024602, -0.043961, 0.090509, 0.011477, 0.003692, -0.006288,
-0.005933, -0.074495, 0.014173, -0.005124, 0.007110, -0.003358,
0.016968, -0.066862, -0.023995, -0.004148, -0.003632, -0.002870,
0.039869, -0.021060, 0.090509, 0.002200, -0.003144, 0.004455,
-0.005933, -0.082129, 0.037074, -0.002683, 0.006622, 0.010314,
-0.051734, -0.028694, 0.021807, 0.003177, 0.000762, 0.008361,
-0.021200, -0.074495, 0.014173, 0.003177, 0.004180, -0.013612,
0.016968, -0.036327, -0.023995, -0.005124, -0.001191, 0.012755,
-0.028834, -0.066862, -0.008727, -0.003171, -0.002167, 0.005920,
0.055136, -0.051595, -0.031628, 0.003177, -0.007050, -0.004823,
-0.021200, -0.066862, -0.039262, -0.010007, -0.001191, 0.003966,
-0.005933, -0.097396, 0.029440, 0.011966, 0.007110, 0.000548,
0.047502, -0.089763, 0.059975, 0.001712, 0.002227, 0.001037,
-0.044101, -0.005793, -0.008727, -0.010007, 0.004669, 0.022033,
0.032235, -0.112663, 0.075242, 0.005618, -0.005585, -0.009217,
0.032235, -0.051595, 0.082876, 0.001223, 0.003692, 0.004943,
0.062769, -0.097396, 0.014173, -0.003659, 0.012481, 0.009337,
